CLASSID,SPELLID,SPELLNAME,RANK,ICON_NAME,TOOLTIP,SPEC_0,SPEC_1,SPEC_2
3,11129,Combustion,1,spell_fire_sealoffire,"<table><tr><td><a class=""whtt-name"" href=""/classic/spell=11129/combustion""><b class=""whtt-name"">Combustion</b></a><div class=""q0"">Talent</div><table width=""100%""><tr><td>Instant</td><th><!--cooldownText-->3 min cooldown<!--cooldownText--><!--baseCooldown:3 min cooldown--></th></tr></table><div class=""wowhead-tooltip-requirements"">Requires Mage</div></td></tr></table><table><tr><td><div class=""q"">When activated, this spell causes each of your Fire damage spell hits to increase your critical strike chance with Fire damage spells by 10%. &nbsp;This effect lasts until you have caused 3 critical strikes with Fire spells.</div></td></tr></table>",0,1,0
3,11368,Critical Mass,3,spell_nature_wispheal,"<table><tr><td><a class=""whtt-name"" href=""/classic/spell=11368/critical-mass""><b class=""whtt-name"">Critical Mass</b></a><div class=""q0"">Talent</div><div class=""wowhead-tooltip-requirements"">Requires Mage</div></td></tr></table><table><tr><td><div class=""q"">Increases the critical strike chance of your Fire spells by 6%.</div></td></tr></table>",0,1,0
3,11958,Ice Block,1,spell_frost_frost,"<table><tr><td><a class=""whtt-name"" href=""/classic/spell=11958/ice-block""><b class=""whtt-name"">Ice Block</b></a><div class=""q0"">Talent</div>15 Mana<table width=""100%""><tr><td>Instant</td><th><!--cooldownText-->5 min cooldown<!--cooldownText--><!--baseCooldown:5 min cooldown--></th></tr></table><div class=""wowhead-tooltip-requirements"">Requires Mage</div></td></tr></table><table><tr><td><div class=""q"">You become encased in a block of ice, protecting you from all physical attacks and spells for 10 sec, but during that time you cannot attack, move or cast spells.</div></td></tr></table>",0,0,1
3,12042,Arcane Power,1,spell_nature_lightning,"<table><tr><td><a class=""whtt-name"" href=""/classic/spell=12042/arcane-power""><b class=""whtt-name"">Arcane Power</b></a><div class=""q0"">Talent</div><table width=""100%""><tr><td>Instant</td><th><!--cooldownText-->3 min cooldown<!--cooldownText--><!--baseCooldown:3 min cooldown--></th></tr></table><div class=""wowhead-tooltip-requirements"">Requires Mage</div></td></tr></table><table><tr><td><div class=""q"">When activated, your spells deal 30% more damage while costing 30% more mana to cast. &nbsp;This effect lasts 15 sec.</div></td></tr></table>",1,0,0
3,12043,Presence of Mind,1,spell_nature_enchantarmor,"<table><tr><td><a class=""whtt-name"" href=""/classic/spell=12043/presence-of-mind""><b class=""whtt-name"">Presence of Mind</b></a><div class=""q0"">Talent</div><table width=""100%""><tr><td>Instant</td><th><!--cooldownText-->3 min cooldown<!--cooldownText--><!--baseCooldown:3 min cooldown--></th></tr></table><div class=""wowhead-tooltip-requirements"">Requires Mage</div></td></tr></table><table><tr><td><div class=""q"">When activated, your next Mage spell with a casting time less than 10 sec becomes an instant cast spell.</div></td></tr></table>",1,0,0
3,12341,Improved Fireball,5,spell_fire_flamebolt,"<table><tr><td><a class=""whtt-name"" href=""/classic/spell=12341/improved-fireball""><b class=""whtt-name"">Improved Fireball</b></a><div class=""q0"">Talent</div><div class=""wowhead-tooltip-requirements"">Requires Mage</div></td></tr></table><table><tr><td><div class=""q"">Reduces the casting time of your Fireball spell by 0.5 sec.</div></td></tr></table>",0,1,0
3,12351,Burning Soul,2,spell_fire_fire,"<table><tr><td><a class=""whtt-name"" href=""/classic/spell=12351/burning-soul""><b class=""whtt-name"">Burning Soul</b></a><div class=""q0"">Talent</div><div class=""wowhead-tooltip-requirements"">Requires Mage</div></td></tr></table><table><tr><td><div class=""q"">Gives your Fire spells a 70% chance to not lose casting time when you take damage and reduces the threat caused by your Fire spells by 30%.</div></td></tr></table>",0,1,0
3,12353,Flame Throwing,2,spell_fire_flare,"<table><tr><td><a class=""whtt-name"" href=""/classic/spell=12353/flame-throwing""><b class=""whtt-name"">Flame Throwing</b></a><div class=""q0"">Talent</div><div class=""wowhead-tooltip-requirements"">Requires Mage</div></td></tr></table><table><tr><td><div class=""q"">Increases the range of your Fire spells by 6 yards.</div></td></tr></table>",0,1,0
3,12400,Fire Power,5,spell_fire_immolation,"<table><tr><td><a class=""whtt-name"" href=""/classic/spell=12400/fire-power""><b class=""whtt-name"">Fire Power</b></a><div class=""q0"">Talent</div><div class=""wowhead-tooltip-requirements"">Requires Mage</div></td></tr></table><table><tr><td><div class=""q"">Increases the damage done by your Fire spells by 10%.</div></td></tr></table>",0,1,0
3,12469,Arcane Explosion,3,spell_nature_wispsplode,"<table><tr><td><a class=""whtt-name"" href=""/classic/spell=12469/improved-arcane-explosion""><b class=""whtt-name"">Improved Arcane Explosion</b></a><div class=""q0"">Talent</div><div class=""wowhead-tooltip-requirements"">Requires Mage</div></td></tr></table><table><tr><td><div class=""q"">Increases the critical strike chance of your Arcane Explosion spell by an additional 6%.</div></td></tr></table>",1,0,1
3,12472,Cold Snap,1,spell_frost_wizardmark,"<table><tr><td><a class=""whtt-name"" href=""/classic/spell=12472/cold-snap""><b class=""whtt-name"">Cold Snap</b></a><div class=""q0"">Talent</div><table width=""100%""><tr><td>Instant</td><th><!--cooldownText-->10 min cooldown<!--cooldownText--><!--baseCooldown:10 min cooldown--></th></tr></table><div class=""wowhead-tooltip-requirements"">Requires Mage</div></td></tr></table><table><tr><td><div class=""q"">When activated, this spell finishes the cooldown on all of your Frost spells.<!--cooldown:442543:5 min cooldown--></div></td></tr></table>",0,0,1
3,12488,Improved Blizzard,3,spell_frost_icestorm,"<table><tr><td><a class=""whtt-name"" href=""/classic/spell=12488/improved-blizzard""><b class=""whtt-name"">Improved Blizzard</b></a><div class=""q0"">Talent</div><div class=""wowhead-tooltip-requirements"">Requires Mage</div></td></tr></table><table><tr><td><div class=""q"">Adds a chill effect to your Blizzard spell. &nbsp;This effect lowers the target's movement speed by 65%. &nbsp;Lasts 1.50 sec.</div></td></tr></table>",0,0,1
3,12503,Arcane Mind,5,spell_shadow_charm,"<table><tr><td><a class=""whtt-name"" href=""/classic/spell=12503/arcane-mind""><b class=""whtt-name"">Arcane Mind</b></a><div class=""q0"">Talent</div><div class=""wowhead-tooltip-requirements"">Requires Mage</div></td></tr></table><table><tr><td><div class=""q"">Increases your maximum Mana by 10%.</div></td></tr></table>",1,0,0
3,12519,Frost Channeling,3,spell_frost_stun,"<table><tr><td><a class=""whtt-name"" href=""/classic/spell=12519/frost-channeling""><b class=""whtt-name"">Frost Channeling</b></a><div class=""q0"">Talent</div><div class=""wowhead-tooltip-requirements"">Requires Mage</div></td></tr></table><table><tr><td><div class=""q"">Reduces the mana cost of your Frost spells by 15% and reduces the threat caused by your Frost spells by 30%.</div></td></tr></table>",1,0,1
3,12571,Permafrost,3,spell_frost_wisp,"<table><tr><td><a class=""whtt-name"" href=""/classic/spell=12571/permafrost""><b class=""whtt-name"">Permafrost</b></a><div class=""q0"">Talent</div><div class=""wowhead-tooltip-requirements"">Requires Mage</div></td></tr></table><table><tr><td><div class=""q"">Increases the duration of your Chill effects by 3 secs and reduces the target's speed by an additional 10%.</div></td></tr></table>",0,0,1
3,12577,Arcane Concentration,5,spell_shadow_manaburn,"<table><tr><td><a class=""whtt-name"" href=""/classic/spell=12577/arcane-concentration""><b class=""whtt-name"">Arcane Concentration</b></a><div class=""q0"">Talent</div><div class=""wowhead-tooltip-requirements"">Requires Mage</div></td></tr></table><table><tr><td><div class=""q"">Gives you a 10% chance of entering a Clearcasting state after any damage spell hits a target. &nbsp;The Clearcasting state reduces the mana cost of your next damage spell by 100%.</div> (Proc chance: 10%, 1s cooldown)</td></tr></table>",1,1,1
3,12592,Arcane Subtlety,2,spell_holy_dispelmagic,"<table><tr><td><a class=""whtt-name"" href=""/classic/spell=12592/arcane-subtlety""><b class=""whtt-name"">Arcane Subtlety</b></a><div class=""q0"">Talent</div><div class=""wowhead-tooltip-requirements"">Requires Mage</div></td></tr></table><table><tr><td><div class=""q"">Reduces your target's resistance to all your spells by 10 and reduces the threat caused by your Arcane spells by 40%.</div></td></tr></table>",1,1,1
3,12840,Arcane Focus,3,spell_holy_devotion,"<table><tr><td><a class=""whtt-name"" href=""/classic/spell=12840/arcane-focus""><b class=""whtt-name"">Arcane Focus</b></a><div class=""q0"">Talent</div><div class=""wowhead-tooltip-requirements"">Requires Mage</div></td></tr></table><table><tr><td><div class=""q"">Reduces the chance that the opponent can resist your Arcane spells by 6%.</div></td></tr></table>",1,1,1
3,12848,Ignite,5,spell_fire_incinerate,"<table><tr><td><a class=""whtt-name"" href=""/classic/spell=12848/ignite""><b class=""whtt-name"">Ignite</b></a><div class=""q0"">Talent</div><div class=""wowhead-tooltip-requirements"">Requires Mage</div></td></tr></table><table><tr><td><div class=""q"">Your critical strikes from Fire damage spells cause the target to burn for an additional 40% of your spell's damage over 4 sec.</div></td></tr></table>",0,1,0
3,12873,Improved Scorch,3,spell_fire_soulburn,"<table><tr><td><a class=""whtt-name"" href=""/classic/spell=12873/improved-scorch""><b class=""whtt-name"">Improved Scorch</b></a><div class=""q0"">Talent</div><div class=""wowhead-tooltip-requirements"">Requires Mage</div></td></tr></table><table><tr><td><div class=""q"">Your Scorch spells have a 100% chance to cause your target to be vulnerable to Fire damage. &nbsp;This vulnerability increases the Fire damage dealt to your target by 3% and lasts 30 sec. &nbsp;Stacks up to 5 times.</div></td></tr></table>",0,1,0
3,12953,Piercing Ice,3,spell_frost_frostbolt,"<table><tr><td><a class=""whtt-name"" href=""/classic/spell=12953/piercing-ice""><b class=""whtt-name"">Piercing Ice</b></a><div class=""q0"">Talent</div><div class=""wowhead-tooltip-requirements"">Requires Mage</div></td></tr></table><table><tr><td><div class=""q"">Increases the damage done by your Frost spells by 6%.</div></td></tr></table>",1,0,1
3,13033,Ice Barrier,1,spell_ice_lament,"<table><tr><td><table width=""100%""><tr><td><a class=""whtt-name"" href=""/classic/spell=13033/ice-barrier""><b class=""whtt-name"">Ice Barrier</b></a></td><th><b class=""q0""><br>Level <!--lvl-->60</b></th></tr></table><div class=""q0"">Talent</div>480 Mana<table width=""100%""><tr><td>Instant</td><th><!--cooldownText-->30 sec cooldown<!--cooldownText--><!--baseCooldown:30 sec cooldown--></th></tr></table><div class=""wowhead-tooltip-requirements"">Requires Mage</div><span class=""wowhead-tooltip-requirements"">Requires level 58</span><br /></td></tr></table><table><tr><td><div class=""q"">Instantly shields you, absorbing <!--ppl13033:58:64:818:400:1-->826 damage. &nbsp;Lasts 1 min. &nbsp;While the shield holds, spells will not be interrupted.</div></td></tr></table>",0,0,1
3,15053,Ice Shards,5,spell_frost_iceshard,"<table><tr><td><a class=""whtt-name"" href=""/classic/spell=15053/ice-shards""><b class=""whtt-name"">Ice Shards</b></a><div class=""q0"">Talent</div><div class=""wowhead-tooltip-requirements"">Requires Mage</div></td></tr></table><table><tr><td><div class=""q"">Increases the critical strike damage bonus of your Frost spells by 100%.</div></td></tr></table>",1,0,1
3,15060,Arcane Instability,3,spell_shadow_teleport,"<table><tr><td><a class=""whtt-name"" href=""/classic/spell=15060/arcane-instability""><b class=""whtt-name"">Arcane Instability</b></a><div class=""q0"">Talent</div><div class=""wowhead-tooltip-requirements"">Requires Mage</div></td></tr></table><table><tr><td><div class=""q"">Increases your spell damage and critical strike chance by 3%.</div></td></tr></table>",1,0,0
3,16757,Arctic Reach,1,spell_shadow_darkritual,"<table><tr><td><a class=""whtt-name"" href=""/classic/spell=16757/arctic-reach""><b class=""whtt-name"">Arctic Reach</b></a><div class=""q0"">Talent</div><div class=""wowhead-tooltip-requirements"">Requires Mage</div></td></tr></table><table><tr><td><div class=""q"">Increases the range of your Frostbolt and Blizzard spells and the radius of your Frost Nova and Cone of Cold spells by 10%.</div></td></tr></table>",1,0,0
3,16758,Arctic Reach,2,spell_shadow_darkritual,"<table><tr><td><a class=""whtt-name"" href=""/classic/spell=16758/arctic-reach""><b class=""whtt-name"">Arctic Reach</b></a><div class=""q0"">Talent</div><div class=""wowhead-tooltip-requirements"">Requires Mage</div></td></tr></table><table><tr><td><div class=""q"">Increases the range of your Frostbolt and Blizzard spells and the radius of your Frost Nova and Cone of Cold spells by 20%.</div></td></tr></table>",0,0,1
3,16766,Improved Frostbolt,5,spell_frost_frostbolt02,"<table><tr><td><a class=""whtt-name"" href=""/classic/spell=16766/improved-frostbolt""><b class=""whtt-name"">Improved Frostbolt</b></a><div class=""q0"">Talent</div><div class=""wowhead-tooltip-requirements"">Requires Mage</div></td></tr></table><table><tr><td><div class=""q"">Reduces the casting time of your Frostbolt spell by 0.5 sec.</div></td></tr></table>",1,0,1
3,18460,Incinerate,2,spell_fire_flameshock,"<table><tr><td><a class=""whtt-name"" href=""/classic/spell=18460/incinerate""><b class=""whtt-name"">Incinerate</b></a><div class=""q0"">Talent</div><div class=""wowhead-tooltip-requirements"">Requires Mage</div></td></tr></table><table><tr><td><div class=""q"">Increases the critical strike chance of your Fire Blast and Scorch spells by 4%.</div></td></tr></table>",0,1,0
3,18462,Arcane Meditation,1,spell_shadow_siphonmana,"<table><tr><td><a class=""whtt-name"" href=""/classic/spell=18462/arcane-meditation""><b class=""whtt-name"">Arcane Meditation</b></a><div class=""q0"">Talent</div><div class=""wowhead-tooltip-requirements"">Requires Mage</div></td></tr></table><table><tr><td><div class=""q"">Allows 5% of your Mana regeneration to continue while casting.</div></td></tr></table>",0,0,1
3,18463,Arcane Meditation,2,spell_shadow_siphonmana,"<table><tr><td><a class=""whtt-name"" href=""/classic/spell=18463/arcane-meditation""><b class=""whtt-name"">Arcane Meditation</b></a><div class=""q0"">Talent</div><div class=""wowhead-tooltip-requirements"">Requires Mage</div></td></tr></table><table><tr><td><div class=""q"">Allows 10% of your Mana regeneration to continue while casting.</div></td></tr></table>",0,1,0
3,18464,Arcane Meditation,3,spell_shadow_siphonmana,"<table><tr><td><a class=""whtt-name"" href=""/classic/spell=18464/arcane-meditation""><b class=""whtt-name"">Arcane Meditation</b></a><div class=""q0"">Talent</div><div class=""wowhead-tooltip-requirements"">Requires Mage</div></td></tr></table><table><tr><td><div class=""q"">Allows 15% of your Mana regeneration to continue while casting.</div></td></tr></table>",1,0,0
3,28574,Arcane Resilience,1,spell_arcane_arcaneresilience,"<table><tr><td><a class=""whtt-name"" href=""/classic/spell=28574/arcane-resilience""><b class=""whtt-name"">Arcane Resilience</b></a><div class=""q0"">Talent</div><div class=""wowhead-tooltip-requirements"">Requires Mage</div></td></tr></table><table><tr><td><div class=""q"">Increases your armor by an amount equal to 50% of your Intellect.</div></td></tr></table>",1,0,1
3,28595,Winter’s Chill,5,spell_frost_chillingblast,"<table><tr><td><a class=""whtt-name"" href=""/classic/spell=28595/winters-chill""><b class=""whtt-name"">Winter's Chill</b></a><div class=""q0"">Talent</div><div class=""wowhead-tooltip-requirements"">Requires Mage</div></td></tr></table><table><tr><td><div class=""q"">Gives your Frost damage spells a 100% chance to apply the Winter's Chill effect, which increases the chance a Frost spell will critically hit the target by 2% for 15 sec. &nbsp;Stacks up to 5 times.</div></td></tr></table>",0,0,1
3,29076,Master of Elements,3,spell_fire_masterofelements,"<table><tr><td><a class=""whtt-name"" href=""/classic/spell=29076/master-of-elements""><b class=""whtt-name"">Master of Elements</b></a><div class=""q0"">Talent</div><div class=""wowhead-tooltip-requirements"">Requires Mage</div></td></tr></table><table><tr><td><div class=""q"">Your Fire and Frost spell criticals will refund 30% of their base mana cost.</div> (9ms cooldown)</td></tr></table>",0,1,0
3,29440,Elemental Precision,3,spell_ice_magicdamage,"<table><tr><td><a class=""whtt-name"" href=""/classic/spell=29440/elemental-precision""><b class=""whtt-name"">Elemental Precision</b></a><div class=""q0"">Talent</div><div class=""wowhead-tooltip-requirements"">Requires Mage</div></td></tr></table><table><tr><td><div class=""q"">Reduces the chance that the opponent can resist your Frost and Fire spells by 6%.</div></td></tr></table>",1,1,1
3,29441,Magic Absorption,1,spell_nature_astralrecalgroup,"<table><tr><td><a class=""whtt-name"" href=""/classic/spell=29441/magic-absorption""><b class=""whtt-name"">Magic Absorption</b></a><div class=""q0"">Talent</div><div class=""wowhead-tooltip-requirements"">Requires Mage</div></td></tr></table><table><tr><td><div class=""q"">Increases all resistances by 2 and causes all spells you fully resist to restore 1% of your total mana. &nbsp;1 sec. cooldown.</div> (1s cooldown)</td></tr></table>",0,0,1
3,29446,Magic Absorption,4,spell_nature_astralrecalgroup,"<table><tr><td><a class=""whtt-name"" href=""/classic/spell=29446/magic-absorption""><b class=""whtt-name"">Magic Absorption</b></a><div class=""q0"">Talent</div><div class=""wowhead-tooltip-requirements"">Requires Mage</div></td></tr></table><table><tr><td><div class=""q"">Increases all resistances by 8 and causes all spells you fully resist to restore 4% of your total mana. &nbsp;1 sec. cooldown.</div> (1s cooldown)</td></tr></table>",1,0,0
3,29447,Magic Absorption,5,spell_nature_astralrecalgroup,"<table><tr><td><a class=""whtt-name"" href=""/classic/spell=29447/magic-absorption""><b class=""whtt-name"">Magic Absorption</b></a><div class=""q0"">Talent</div><div class=""wowhead-tooltip-requirements"">Requires Mage</div></td></tr></table><table><tr><td><div class=""q"">Increases all resistances by 10 and causes all spells you fully resist to restore 5% of your total mana. &nbsp;1 sec. cooldown.</div> (1s cooldown)</td></tr></table>",0,1,0
4,17779,Cataclysm,2,spell_fire_windsofwoe,"<table><tr><td><a class=""whtt-name"" href=""/classic/spell=17779/cataclysm""><b class=""whtt-name"">Cataclysm</b></a><div class=""q0"">Talent</div><div class=""wowhead-tooltip-requirements"">Requires Warlock</div></td></tr></table><table><tr><td><div class=""q"">Reduces the Mana cost of your Destruction spells by 2%.</div></td></tr></table>",0,0,1
4,17783,Fel Concentration,1,spell_shadow_fingerofdeath,"<table><tr><td><a class=""whtt-name"" href=""/classic/spell=17783/fel-concentration""><b class=""whtt-name"">Fel Concentration</b></a><div class=""q0"">Talent</div><div class=""wowhead-tooltip-requirements"">Requires Warlock</div></td></tr></table><table><tr><td><div class=""q"">Gives you a 14% chance to avoid interruption caused by damage while channeling the Drain Life, Drain Mana, or Drain Soul spell.</div></td></tr></table>",1,0,0
4,17792,Bane,5,spell_shadow_deathpact,"<table><tr><td><a class=""whtt-name"" href=""/classic/spell=17792/bane""><b class=""whtt-name"">Bane</b></a><div class=""q0"">Talent</div><div class=""wowhead-tooltip-requirements"">Requires Warlock</div></td></tr></table><table><tr><td><div class=""q"">Reduces the casting time of your Shadow Bolt and Immolate spells by 0.5 sec and your Soul Fire spell by 2 sec.</div></td></tr></table>",1,1,1
4,17803,Improved Shadow Bolt,5,spell_shadow_shadowbolt,"<table><tr><td><a class=""whtt-name"" href=""/classic/spell=17803/improved-shadow-bolt""><b class=""whtt-name"">Improved Shadow Bolt</b></a><div class=""q0"">Talent</div><div class=""wowhead-tooltip-requirements"">Requires Warlock</div></td></tr></table><table><tr><td><div class=""q"">Your Shadow Bolt critical strikes increase Shadow damage dealt to the target by 20% until 4 non-periodic damage sources are applied. &nbsp;Effect lasts a maximum of 12 sec.</div></td></tr></table>",1,1,1
4,17814,Improved Corruption,5,spell_shadow_abominationexplosion,"<table><tr><td><a class=""whtt-name"" href=""/classic/spell=17814/improved-corruption""><b class=""whtt-name"">Improved Corruption</b></a><div class=""q0"">Talent</div><div class=""wowhead-tooltip-requirements"">Requires Warlock</div></td></tr></table><table><tr><td><div class=""q"">Reduces the casting time of your Corruption spell by 2 sec.</div></td></tr></table>",1,0,1
4,17918,Destructive Reach,2,spell_shadow_corpseexplode,"<table><tr><td><a class=""whtt-name"" href=""/classic/spell=17918/destructive-reach""><b class=""whtt-name"">Destructive Reach</b></a><div class=""q0"">Talent</div><div class=""wowhead-tooltip-requirements"">Requires Warlock</div></td></tr></table><table><tr><td><div class=""q"">Increases the range of your Destruction spells by 20%.</div></td></tr></table>",1,1,1
4,17959,Ruin,1,spell_shadow_shadowwordpain,"<table><tr><td><a class=""whtt-name"" href=""/classic/spell=17959/ruin""><b class=""whtt-name"">Ruin</b></a><div class=""q0"">Talent</div><div class=""wowhead-tooltip-requirements"">Requires Warlock</div></td></tr></table><table><tr><td><div class=""q"">Increases the critical strike damage bonus of your Destruction spells by 100%.</div></td></tr></table>",1,1,1
4,18095,Nightfall,2,spell_shadow_twilight,"<table><tr><td><a class=""whtt-name"" href=""/classic/spell=18095/nightfall""><b class=""whtt-name"">Nightfall</b></a><div class=""q0"">Talent</div><div class=""wowhead-tooltip-requirements"">Requires Warlock</div></td></tr></table><table><tr><td><div class=""q"">Gives your Corruption and Drain Life spells a 4% chance to cause you to enter a Shadow Trance state after damaging the opponent. &nbsp;The Shadow Trance state reduces the casting time of your next Shadow Bolt spell by 100%<!--sp403873:0--><!--sp403873-->.</div> (Proc chance: 4%)</td></tr></table>",1,0,0
4,18127,Improved Firebolt,2,spell_fire_firebolt,"<table><tr><td><a class=""whtt-name"" href=""/classic/spell=18127/improved-firebolt""><b class=""whtt-name"">Improved Firebolt</b></a><div class=""q0"">Talent</div><div class=""wowhead-tooltip-requirements"">Requires Warlock</div></td></tr></table><table><tr><td><div class=""q"">Reduces the casting time of your Imp's Firebolt spell by 1 sec.</div></td></tr></table>",1,1,0
4,18134,Devastation,5,spell_fire_flameshock,"<table><tr><td><a class=""whtt-name"" href=""/classic/spell=18134/devastation""><b class=""whtt-name"">Devastation</b></a><div class=""q0"">Talent</div><div class=""wowhead-tooltip-requirements"">Requires Warlock</div></td></tr></table><table><tr><td><div class=""q"">Increases the critical strike chance of your Destruction spells by 5%.</div></td></tr></table>",1,1,1
4,18175,Suppression,2,spell_shadow_unsummonbuilding,"<table><tr><td><a class=""whtt-name"" href=""/classic/spell=18175/suppression""><b class=""whtt-name"">Suppression</b></a><div class=""q0"">Talent</div><div class=""wowhead-tooltip-requirements"">Requires Warlock</div></td></tr></table><table><tr><td><div class=""q"">Reduces the chance for enemies to resist your Affliction spells by 4%.</div></td></tr></table>",0,0,1
4,18178,Suppression,5,spell_shadow_unsummonbuilding,"<table><tr><td><a class=""whtt-name"" href=""/classic/spell=18178/suppression""><b class=""whtt-name"">Suppression</b></a><div class=""q0"">Talent</div><div class=""wowhead-tooltip-requirements"">Requires Warlock</div></td></tr></table><table><tr><td><div class=""q"">Reduces the chance for enemies to resist your Affliction spells by 10%.</div></td></tr></table>",1,0,0
4,18183,Improved Life Tap,2,spell_shadow_burningspirit,"<table><tr><td><a class=""whtt-name"" href=""/classic/spell=18183/improved-life-tap""><b class=""whtt-name"">Improved Life Tap</b></a><div class=""q0"">Talent</div><div class=""wowhead-tooltip-requirements"">Requires Warlock</div></td></tr></table><table><tr><td><div class=""q"">Increases the amount of Mana awarded by your Life Tap spell by 20%.</div></td></tr></table>",1,0,1
4,18219,Grim Reach,2,spell_shadow_callofbone,"<table><tr><td><a class=""whtt-name"" href=""/classic/spell=18219/grim-reach""><b class=""whtt-name"">Grim Reach</b></a><div class=""q0"">Talent</div><div class=""wowhead-tooltip-requirements"">Requires Warlock</div></td></tr></table><table><tr><td><div class=""q"">Increases the range of your Affliction spells by 20%.</div></td></tr></table>",1,0,0
4,18223,Curse of Exhaustion,1,spell_shadow_grimward,"<table><tr><td><a class=""whtt-name"" href=""/classic/spell=18223/curse-of-exhaustion""><b class=""whtt-name"">Curse of Exhaustion</b></a><div class=""q0"">Talent</div><table width=""100%""><tr><td>8% of base mana</td><th>30 yd range</th></tr></table>Instant<div class=""wowhead-tooltip-requirements"">Requires Warlock</div></td></tr></table><table><tr><td><div class=""q"">Reduces the target's movement speed by <!--sp18312:0--><!--sp18288:0--><!--sp18311:0--><!--sp18310:0--><!--sp18313:0-->10<!--sp18313--><!--sp18310--><!--sp18311--><!--sp18288--><!--sp18312-->% for 12 sec. &nbsp;Only one Curse per Warlock can be active on any one target.</div></td></tr></table>",1,0,0
4,18275,Shadow Mastery,5,spell_shadow_shadetruesight,"<table><tr><td><a class=""whtt-name"" href=""/classic/spell=18275/shadow-mastery""><b class=""whtt-name"">Shadow Mastery</b></a><div class=""q0"">Talent</div><div class=""wowhead-tooltip-requirements"">Requires Warlock</div></td></tr></table><table><tr><td><div class=""q"">Increases the damage dealt or life drained by your Shadow spells by 10%.</div></td></tr></table>",1,0,0
4,18288,Amplify Curse,1,spell_shadow_contagion,"<table><tr><td><a class=""whtt-name"" href=""/classic/spell=18288/amplify-curse""><b class=""whtt-name"">Amplify Curse</b></a><div class=""q0"">Talent</div><table width=""100%""><tr><td>Instant</td><th><!--cooldownText-->3 min cooldown<!--cooldownText--><!--baseCooldown:3 min cooldown--></th></tr></table><div class=""wowhead-tooltip-requirements"">Requires Warlock</div></td></tr></table><table><tr><td><div class=""q"">Increases the effect of your next Curse of Weakness or Curse of Agony by 50%, or your next Curse of Exhaustion by 20%. &nbsp;Lasts 30 sec.</div></td></tr></table>",1,0,0
4,18372,Improved Drain Soul,2,spell_shadow_haunting,"<table><tr><td><a class=""whtt-name"" href=""/classic/spell=18372/improved-drain-soul""><b class=""whtt-name"">Improved Drain Soul</b></a><div class=""q0"">Talent</div><div class=""wowhead-tooltip-requirements"">Requires Warlock</div></td></tr></table><table><tr><td><div class=""q"">Gives you a 100% chance to get a 100% increase to your Mana regeneration for 10 sec if the target is killed by you while you drain its soul. &nbsp;In addition your Mana may continue to regenerate while casting at 50% of normal.</div></td></tr></table>",1,0,0
4,18693,Improved Healthstone,2,inv_stone_04,"<table><tr><td><a class=""whtt-name"" href=""/classic/spell=18693/improved-healthstone""><b class=""whtt-name"">Improved Healthstone</b></a><div class=""q0"">Talent</div><div class=""wowhead-tooltip-requirements"">Requires Warlock</div></td></tr></table><table><tr><td><div class=""q"">Increases the amount of Health restored by your Healthstone by 20%.</div></td></tr></table>",0,1,1
4,18696,Improved Imp,3,spell_shadow_summonimp,"<table><tr><td><a class=""whtt-name"" href=""/classic/spell=18696/improved-imp""><b class=""whtt-name"">Improved Imp</b></a><div class=""q0"">Talent</div><div class=""wowhead-tooltip-requirements"">Requires Warlock</div></td></tr></table><table><tr><td><div class=""q"">Increases the effect of your Imp's Firebolt, Fire Shield, and Blood Pact spells by 30%.</div></td></tr></table>",0,1,0
4,18701,Demonic Embrace,5,spell_shadow_metamorphosis,"<table><tr><td><a class=""whtt-name"" href=""/classic/spell=18701/demonic-embrace""><b class=""whtt-name"">Demonic Embrace</b></a><div class=""q0"">Talent</div><div class=""wowhead-tooltip-requirements"">Requires Warlock</div></td></tr></table><table><tr><td><div class=""q"">Increases your total Stamina by 15% but reduces your total Spirit by 5%.</div></td></tr></table>",0,1,1
4,18707,Improved Voidwalker,3,spell_shadow_summonvoidwalker,"<table><tr><td><a class=""whtt-name"" href=""/classic/spell=18707/improved-voidwalker""><b class=""whtt-name"">Improved Voidwalker</b></a><div class=""q0"">Talent</div><div class=""wowhead-tooltip-requirements"">Requires Warlock</div></td></tr></table><table><tr><td><div class=""q"">Increases the effectiveness of your Voidwalker's Torment, Consume Shadows, Sacrifice and Suffering spells by 30%.</div></td></tr></table>",0,0,1
4,18708,Fel Domination,1,spell_nature_removecurse,"<table><tr><td><a class=""whtt-name"" href=""/classic/spell=18708/fel-domination""><b class=""whtt-name"">Fel Domination</b></a><div class=""q0"">Talent</div><table width=""100%""><tr><td>Instant</td><th><!--cooldownText-->15 min cooldown<!--cooldownText--><!--baseCooldown:15 min cooldown--></th></tr></table><div class=""wowhead-tooltip-requirements"">Requires Warlock</div></td></tr></table><table><tr><td><div class=""q"">Your next Imp, Voidwalker, Succubus, Incubus, or Felhunter Summon spell has its casting time reduced by 5.5 sec and its Mana cost reduced by 50%.</div></td></tr></table>",0,1,1
