DB_ID,DISP_ID,EQ_TYPE,ICON_NAME,TYPE,NAME,SOURCE,ITEM_QUALITY,ITEM_LEVEL,BIS,FIERY_CORE,LAVA_CORE,CLASS_MASK,SET,MIN_DAMAGE,MAX_DAMAGE,SPEED,ARMOR,BLOCK_VALUE,ROLE,STAMINA,STRENGTH,AGILITY,INTELLIGENCE,SPIRIT,MP5,ATTACK_POWER,R_ATTACK_POWER,SPELL_DAMAGE,SPELL_HEAL,SPELL_FROST,SPELL_SHADOW,SPELL_FIRE,SPELL_NATURE,HIT_PCT,CRIT_PCT,SPELL_HIT,SPELL_CRIT,PARRY_PCT,DODGE_PCT,BLOCK_PCT,DEFENSE,RESIST_FIRE,RESIST_SHADOW,RESIST_NATURE,RESIST_FROST,RESIST_ARCANE,HEAL_PER_5_SEC,SKILL_DAGGER,SKILL_SWORD,THORNS,COMMENTS,TOOLTIP
18523,28487,23,inv_misc_orb_01,0,Brightly Glowing Stone,Dungeon,3,63,1,0,0,7,0,0,0,0,0,0,HEAL,7,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"<table><tr><td><!--nstart--><b class=""q3"">Brightly Glowing Stone</b><!--nend--><!--ndstart--><!--ndend--><span class=""q""><br>Item Level <!--ilvl-->63</span><!--bo--><br>Binds when picked up<!--ue--><table width=""100%""><tr><td>Held In Off-hand</td><th><!--scstart4:-5--><span class=""q1""></span><!--scend--></th></tr></table><!--rf--><span><!--stat7-->+7 Stamina</span><!--ebstats--><!--egstats--><!--eistats--><!--nameDescStats--><!--rs--><!--e--><!--ps--></td></tr></table><table><tr><td>Requires Level <!--rlvl-->58<br><!--rr--><!--useText:0:1--><span id=""useText1"" class=""q2"">Equip: <!--useEffect:0:1--><a href=""/classic/spell=18030/increase-healing-37"" class=""q2"">Increases healing done by spells and effects by up to 37.</a><!--useEffect:1--></span><!--useText:1--><!--itemEffects:1--><br><!--pvpEquip--><!--pvpEquip--><div class=""whtt-sellprice"">Sell Price: <span class=""moneygold"">3</span> <span class=""moneysilver"">48</span> <span class=""moneycopper"">10</span></div></td></tr></table>"
18524,30856,7,inv_pants_03,Mail,Leggings of Destruction,Dungeon,3,63,0,0,0,32,0,0,0,0,324,0,PHYS,20,0,14,13,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"<table><tr><td><!--nstart--><b class=""q3"">Leggings of Destruction</b><!--nend--><!--ndstart--><!--ndend--><span class=""q""><br>Item Level <!--ilvl-->63</span><!--bo--><br>Binds when picked up<!--ue--><table width=""100%""><tr><td>Legs</td><th><!--scstart4:3--><span class=""q1"">Mail</span><!--scend--></th></tr></table><!--rf--><span><!--amr-->324 Armor</span><br><span><!--stat3-->+14 Agility</span><br><span><!--stat7-->+20 Stamina</span><br><span><!--stat5-->+13 Intellect</span><!--ebstats--><!--egstats--><!--eistats--><!--nameDescStats--><!--rs--><!--e--><!--ps--><br>Durability 90 / 90</td></tr></table><table><tr><td>Requires Level <!--rlvl-->58<br><!--rr--><!--useText:0:1--><span id=""useText1"" class=""q2"">Equip: <!--useEffect:0:1--><a href=""/classic/spell=7597/increased-critical-1"" class=""q2"">Improves your chance to get a critical strike by 1%.</a><!--useEffect:1--></span><!--useText:1--><!--itemEffects:1--><br><!--pvpEquip--><!--pvpEquip--><div class=""whtt-sellprice"">Sell Price: <span class=""moneygold"">3</span> <span class=""moneysilver"">55</span> <span class=""moneycopper"">96</span></div></td></tr></table>"
18525,13514,9,inv_bracer_12,Leather,Bracers of Prosperity,Dungeon,3,63,1,0,0,5,0,0,0,0,77,0,HEAL,8,0,0,10,5,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"<table><tr><td><!--nstart--><b class=""q3"">Bracers of Prosperity</b><!--nend--><!--ndstart--><!--ndend--><span class=""q""><br>Item Level <!--ilvl-->63</span><!--bo--><br>Binds when picked up<!--ue--><table width=""100%""><tr><td>Wrist</td><th><!--scstart4:2--><span class=""q1"">Leather</span><!--scend--></th></tr></table><!--rf--><span><!--amr-->77 Armor</span><br><span><!--stat7-->+8 Stamina</span><br><span><!--stat5-->+10 Intellect</span><br><span><!--stat6-->+5 Spirit</span><!--ebstats--><!--egstats--><!--eistats--><!--nameDescStats--><!--rs--><!--e--><!--ps--><br>Durability 35 / 35</td></tr></table><table><tr><td>Requires Level <!--rlvl-->58<br><!--rr--><!--useText:0:1--><span id=""useText1"" class=""q2"">Equip: <!--useEffect:0:1--><a href=""/classic/spell=9408/increase-healing-22"" class=""q2"">Increases healing done by spells and effects by up to 22.</a><!--useEffect:1--></span><!--useText:1--><!--itemEffects:1--><br><!--pvpEquip--><!--pvpEquip--><div class=""whtt-sellprice"">Sell Price: <span class=""moneygold"">1</span> <span class=""moneysilver"">37</span> <span class=""moneycopper"">30</span></div></td></tr></table>"
18526,27804,1,inv_crown_01,Cloth,Crown of the Ogre King,Dungeon,3,63,0,0,0,31,0,0,0,0,73,0,MAGI,16,0,0,18,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,"<table><tr><td><!--nstart--><b class=""q3"">Crown of the Ogre King</b><!--nend--><!--ndstart--><!--ndend--><span class=""q""><br>Item Level <!--ilvl-->63</span><!--bo--><br>Binds when picked up<!--ue--><table width=""100%""><tr><td>Head</td><th><!--scstart4:1--><span class=""q1"">Cloth</span><!--scend--></th></tr></table><!--rf--><span><!--amr-->73 Armor</span><br><span><!--stat7-->+16 Stamina</span><br><span><!--stat5-->+18 Intellect</span><br><span><!--stat6-->+11 Spirit</span><!--ebstats--><!--egstats--><!--eistats--><!--nameDescStats--><!--rs--><!--e--><!--ps--><br>Durability 50 / 50</td></tr></table><table><tr><td>Requires Level <!--rlvl-->58<br><!--rr--><!--useText:0:1--><span id=""useText1"" class=""q2"">Equip: <!--useEffect:0:1--><a href=""/classic/spell=18384/increased-critical-spell"" class=""q2"">Improves your chance to get a critical strike with spells by 1%.</a><!--useEffect:1--></span><!--useText:1--><!--itemEffects:1--><br><!--pvpEquip--><!--pvpEquip--><div class=""whtt-sellprice"">Sell Price: <span class=""moneygold"">1</span> <span class=""moneysilver"">79</span> <span class=""moneycopper"">24</span></div></td></tr></table>"
18527,30862,10,inv_gauntlets_10,Mail,Harmonious Gauntlets,Dungeon,3,63,1,0,0,4,0,0,0,0,231,0,HEAL,5,0,0,5,5,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"<table><tr><td><!--nstart--><b class=""q3"">Harmonious Gauntlets</b><!--nend--><!--ndstart--><!--ndend--><span class=""q""><br>Item Level <!--ilvl-->63</span><!--bo--><br>Binds when picked up<!--ue--><table width=""100%""><tr><td>Hands</td><th><!--scstart4:3--><span class=""q1"">Mail</span><!--scend--></th></tr></table><!--rf--><span><!--amr-->231 Armor</span><br><span><!--stat7-->+5 Stamina</span><br><span><!--stat5-->+5 Intellect</span><br><span><!--stat6-->+5 Spirit</span><!--ebstats--><!--egstats--><!--eistats--><!--nameDescStats--><!--rs--><!--e--><!--ps--><br>Durability 40 / 40</td></tr></table><table><tr><td>Requires Level <!--rlvl-->58<br><!--rr--><!--useText:0:1--><span id=""useText1"" class=""q2"">Equip: <!--useEffect:0:1--><a href=""/classic/spell=18035/increase-healing-51"" class=""q2"">Increases healing done by spells and effects by up to 51.</a><!--useEffect:1--></span><!--useText:1--><!--itemEffects:1--><br><!--pvpEquip--><!--pvpEquip--><div class=""whtt-sellprice"">Sell Price: <span class=""moneygold"">1</span> <span class=""moneysilver"">79</span> <span class=""moneycopper"">88</span></div></td></tr></table>"
18528,14205,3,inv_shoulder_26,Leather,Cyclone Spaulders,Dungeon,3,61,0,0,0,5,0,0,0,0,129,0,MAGI,11,0,0,11,9,0,0,0,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"<table><tr><td><!--nstart--><b class=""q3"">Cyclone Spaulders</b><!--nend--><!--ndstart--><!--ndend--><span class=""q""><br>Item Level <!--ilvl-->61</span><!--bo--><br>Binds when picked up<!--ue--><table width=""100%""><tr><td>Shoulder</td><th><!--scstart4:2--><span class=""q1"">Leather</span><!--scend--></th></tr></table><!--rf--><span><!--amr-->129 Armor</span><br><span><!--stat7-->+11 Stamina</span><br><span><!--stat5-->+11 Intellect</span><br><span><!--stat6-->+9 Spirit</span><!--ebstats--><!--egstats--><!--eistats--><!--nameDescStats--><!--rs--><!--e--><!--ps--><br>Durability 60 / 60</td></tr></table><table><tr><td>Requires Level <!--rlvl-->56<br><!--rr--><!--useText:0:1--><span id=""useText1"" class=""q2"">Equip: <!--useEffect:0:1--><a href=""/classic/spell=9343/increase-spell-dam-14"" class=""q2"">Increases damage and healing done by magical spells and effects by up to 14.</a><!--useEffect:1--></span><!--useText:1--><!--itemEffects:1--><br><!--pvpEquip--><!--pvpEquip--><div class=""whtt-sellprice"">Sell Price: <span class=""moneygold"">2</span> <span class=""moneysilver"">4</span> <span class=""moneycopper"">65</span></div><div class=""whtt-extra whtt-droppedby"">Dropped by: Mizzle the Crafty</div></td></tr></table>"
18529,25338,6,inv_belt_18,Plate,Elemental Plate Girdle,Dungeon,3,61,0,0,0,0,0,0,0,0,358,0,PHYS,10,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"<table><tr><td><!--nstart--><b class=""q3"">Elemental Plate Girdle</b><!--nend--><!--ndstart--><!--ndend--><span class=""q""><br>Item Level <!--ilvl-->61</span><!--bo--><br>Binds when picked up<!--ue--><table width=""100%""><tr><td>Waist</td><th><!--scstart4:4--><span class=""q1"">Plate</span><!--scend--></th></tr></table><!--rf--><span><!--amr-->358 Armor</span><br><!--re--><span class=""q2"">&lt;Random enchantment&gt;</span><br><span><!--stat4-->+17 Strength</span><br><span><!--stat7-->+10 Stamina</span><!--ebstats--><!--egstats--><!--eistats--><!--nameDescStats--><!--rs--><!--e--><!--ps--><br>Durability 45 / 45</td></tr></table><table><tr><td>Requires Level <!--rlvl-->56<br><!--rr--><!--itemEffects:0--><!--pvpEquip--><!--pvpEquip--><div class=""whtt-sellprice"">Sell Price: <span class=""moneysilver"">99</span> <span class=""moneycopper"">63</span></div><div class=""whtt-extra whtt-droppedby"">Dropped by: Mizzle the Crafty</div></td></tr></table>"
18530,12168,5,inv_chest_chain_12,Mail,Ogre Forged Hauberk,Dungeon,3,62,0,0,0,36,0,0,0,0,365,0,PHYS,13,8,20,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"<table><tr><td><!--nstart--><b class=""q3"">Ogre Forged Hauberk</b><!--nend--><!--ndstart--><!--ndend--><span class=""q""><br>Item Level <!--ilvl-->62</span><!--bo--><br>Binds when picked up<!--ue--><table width=""100%""><tr><td>Chest</td><th><!--scstart4:3--><span class=""q1"">Mail</span><!--scend--></th></tr></table><!--rf--><span><!--amr-->365 Armor</span><br><span><!--stat4-->+8 Strength</span><br><span><!--stat3-->+20 Agility</span><br><span><!--stat7-->+13 Stamina</span><br><span><!--stat5-->+8 Intellect</span><!--ebstats--><!--egstats--><!--eistats--><!--nameDescStats--><!--rs--><!--e--><!--ps--><br>Durability 120 / 120</td></tr></table><table><tr><td>Requires Level <!--rlvl-->57<br><!--rr--><!--useText:0:1--><span id=""useText1"" class=""q2"">Equip: <!--useEffect:0:1--><a href=""/classic/spell=7597/increased-critical-1"" class=""q2"">Improves your chance to get a critical strike by 1%.</a><!--useEffect:1--></span><!--useText:1--><!--itemEffects:1--><br><!--pvpEquip--><!--pvpEquip--><div class=""whtt-sellprice"">Sell Price: <span class=""moneygold"">3</span> <span class=""moneysilver"">13</span> <span class=""moneycopper"">31</span></div><div class=""whtt-extra whtt-droppedby"">Dropped by: Mizzle the Crafty</div></td></tr></table>"
18531,8585,17,inv_hammer_22,Mace,Unyielding Maul,Dungeon,3,62,1,0,0,1,0,135,204,3.2,250,0,PHYS,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,,"<table><tr><td><!--nstart--><b class=""q3"">Unyielding Maul</b><!--nend--><!--ndstart--><!--ndend--><span class=""q""><br>Item Level <!--ilvl-->62</span><!--bo--><br>Binds when picked up<!--ue--><table width=""100%""><tr><td>Two-Hand</td><th><!--scstart2:5--><span class=""q1"">Mace</span><!--scend--></th></tr></table><!--rf--><table width=""100%""><tr>
    <td><span><!--dmg-->135 - 204 Damage</span></td>
    <th>Speed <!--spd-->3.20</th>
</tr></table><!--dps-->(52.97 damage per second)<br><span><!--amr-->250 Armor</span><br><span><!--stat7-->+12 Stamina</span><!--ebstats--><!--egstats--><!--eistats--><!--nameDescStats--><!--rs--><!--e--><!--ps--><br>Durability 100 / 100</td></tr></table><table><tr><td>Requires Level <!--rlvl-->57<br><!--rr--><!--useText:0:1--><span id=""useText1"" class=""q2"">Equip: <!--useEffect:0:1--><a href=""/classic/spell=13387/increased-defense"" class=""q2"">Increased Defense +8.</a><!--useEffect:1--></span><!--useText:1--><!--itemEffects:1--><br><!--pvpEquip--><!--pvpEquip--><div class=""whtt-sellprice"">Sell Price: <span class=""moneygold"">6</span> <span class=""moneysilver"">53</span> <span class=""moneycopper"">83</span></div><div class=""whtt-extra whtt-droppedby"">Dropped by: Mizzle the Crafty</div></td></tr></table>"
18532,30868,20,inv_chest_cloth_29,Cloth,Mindsurge Robe,Dungeon,3,62,0,0,0,31,0,0,0,0,88,0,HEAL,12,0,0,13,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"<table><tr><td><!--nstart--><b class=""q3"">Mindsurge Robe</b><!--nend--><!--ndstart--><!--ndend--><span class=""q""><br>Item Level <!--ilvl-->62</span><!--bo--><br>Binds when picked up<!--ue--><table width=""100%""><tr><td>Chest</td><th><!--scstart4:1--><span class=""q1"">Cloth</span><!--scend--></th></tr></table><!--rf--><span><!--amr-->88 Armor</span><br><span><!--stat7-->+12 Stamina</span><br><span><!--stat5-->+13 Intellect</span><!--ebstats--><!--egstats--><!--eistats--><!--nameDescStats--><!--rs--><!--e--><!--ps--><br>Durability 80 / 80</td></tr></table><table><tr><td>Requires Level <!--rlvl-->57<br><!--rr--><!--useText:0:1--><span id=""useText1"" class=""q2"">Equip: <!--useEffect:0:1--><a href=""/classic/spell=20959/increased-mana-regen"" class=""q2"">Restores 10 mana per 5 sec.</a><!--useEffect:1--></span><!--useText:1--><!--itemEffects:1--><br><!--pvpEquip--><!--pvpEquip--><div class=""whtt-sellprice"">Sell Price: <span class=""moneygold"">2</span> <span class=""moneysilver"">16</span> <span class=""moneycopper"">29</span></div><div class=""whtt-extra whtt-droppedby"">Dropped by: Mizzle the Crafty</div></td></tr></table>"
18533,23832,9,inv_bracer_14,Plate,Gordok Bracers of Power,Dungeon,3,63,0,0,0,132,0,0,0,0,287,0,PHYS,7,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"<table><tr><td><!--nstart--><b class=""q3"">Gordok Bracers of Power</b><!--nend--><!--ndstart--><!--ndend--><span class=""q""><br>Item Level <!--ilvl-->63</span><!--bo--><br>Binds when picked up<!--ue--><table width=""100%""><tr><td>Wrist</td><th><!--scstart4:4--><span class=""q1"">Plate</span><!--scend--></th></tr></table><!--rf--><span><!--amr-->287 Armor</span><br><span><!--stat4-->+17 Strength</span><br><span><!--stat7-->+7 Stamina</span><!--ebstats--><!--egstats--><!--eistats--><!--nameDescStats--><!--rs--><!--e--><!--ps--><br>Durability 45 / 45</td></tr></table><table><tr><td>Requires Level <!--rlvl-->58<br><!--rr--><!--itemEffects:0--><!--pvpEquip--><!--pvpEquip--><div class=""whtt-sellprice"">Sell Price: <span class=""moneygold"">1</span> <span class=""moneysilver"">9</span> <span class=""moneycopper"">84</span></div><div class=""whtt-extra whtt-droppedby"">Dropped by: Mizzle the Crafty</div></td></tr></table>"
18534,2509,17,inv_staff_32,Staff,Rod of the Ogre Magi,Dungeon,3,63,1,0,0,26,0,116,175,2.7,0,0,PHYS,11,0,0,14,7,0,0,0,23,23,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,"<table><tr><td><!--nstart--><b class=""q3"">Rod of the Ogre Magi</b><!--nend--><!--ndstart--><!--ndend--><span class=""q""><br>Item Level <!--ilvl-->63</span><!--bo--><br>Binds when picked up<!--ue--><table width=""100%""><tr><td>Two-Hand</td><th><!--scstart2:10--><span class=""q1"">Staff</span><!--scend--></th></tr></table><!--rf--><table width=""100%""><tr>
    <td><span><!--dmg-->116 - 175 Damage</span></td>
    <th>Speed <!--spd-->2.70</th>
</tr></table><!--dps-->(53.89 damage per second)<br><span><!--stat7-->+11 Stamina</span><br><span><!--stat5-->+14 Intellect</span><br><span><!--stat6-->+7 Spirit</span><!--ebstats--><!--egstats--><!--eistats--><!--nameDescStats--><!--rs--><!--e--><!--ps--><br>Durability 100 / 100</td></tr></table><table><tr><td>Requires Level <!--rlvl-->58<br><!--rr--><!--useText:0:1--><span id=""useText1"" class=""q2"">Equip: <!--useEffect:0:1--><a href=""/classic/spell=18384/increased-critical-spell"" class=""q2"">Improves your chance to get a critical strike with spells by 1%.</a><!--useEffect:1--></span><!--useText:1--><br><!--useText:0:2--><span id=""useText2"" class=""q2"">Equip: <!--useEffect:0:2--><a href=""/classic/spell=14047/increase-spell-dam-23"" class=""q2"">Increases damage and healing done by magical spells and effects by up to 23.</a><!--useEffect:2--></span><!--useText:2--><!--itemEffects:1--><br><!--pvpEquip--><!--pvpEquip--><div class=""whtt-sellprice"">Sell Price: <span class=""moneygold"">7</span> <span class=""moneysilver"">15</span> <span class=""moneycopper"">3</span></div><div class=""whtt-extra whtt-droppedby"">Dropped by: Mizzle the Crafty</div></td></tr></table>"
18537,0,12,inv_stone_02,0,Counterattack Lodestone,Dungeon,3,63,0,0,0,133,0,0,0,0,0,0,PHYS,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,"<table><tr><td><!--nstart--><b class=""q3"">Counterattack Lodestone</b><!--nend--><!--ndstart--><!--ndend--><span class=""q""><br>Item Level <!--ilvl-->63</span><!--bo--><br>Binds when picked up<!--ue--><table width=""100%""><tr><td>Trinket</td><th><!--scstart4:-4--><span class=""q1""></span><!--scend--></th></tr></table><!--rf--><!--ebstats--><!--egstats--><!--eistats--><!--nameDescStats--><!--rs--><!--e--><!--ps--></td></tr></table><table><tr><td>Requires Level <!--rlvl-->58<br><!--rr--><!--useText:0:1--><span id=""useText1"" class=""q2"">Equip: <!--useEffect:0:1--><a href=""/classic/spell=13665/increased-parry-1"" class=""q2"">Increases your chance to parry an attack by 1%.</a><!--useEffect:1--></span><!--useText:1--><br><!--useText:0:2--><span id=""useText2"" class=""q2"">Equip: <!--useEffect:0:2--><a href=""/classic/spell=9332/attack-power-22"" class=""q2"">+22 Attack Power.</a><!--useEffect:2--></span><!--useText:2--><!--itemEffects:1--><br><!--pvpEquip--><!--pvpEquip--><div class=""whtt-sellprice"">Sell Price: <span class=""moneygold"">6</span> <span class=""moneysilver"">61</span> <span class=""moneycopper"">35</span></div><div class=""whtt-extra whtt-droppedby"">Dropped by: Mizzle the Crafty</div></td></tr></table>"
18538,30881,17,inv_axe_10,Axe,Treant's Bane,Dungeon,4,63,0,0,0,164,0,128,193,2.7,0,0,PHYS,15,25,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"<table><tr><td><!--nstart--><b class=""q4"">Treant's Bane</b><!--nend--><!--ndstart--><!--ndend--><span class=""q""><br>Item Level <!--ilvl-->63</span><!--bo--><br>Binds when picked up<!--ue--><table width=""100%""><tr><td>Two-Hand</td><th><!--scstart2:1--><span class=""q1"">Axe</span><!--scend--></th></tr></table><!--rf--><table width=""100%""><tr>
    <td><span><!--dmg-->128 - 193 Damage</span></td>
    <th>Speed <!--spd-->2.70</th>
</tr></table><!--dps-->(59.44 damage per second)<br><span><!--stat4-->+25 Strength</span><br><span><!--stat7-->+15 Stamina</span><!--ebstats--><!--egstats--><!--eistats--><!--nameDescStats--><!--rs--><!--e--><!--ps--><br>Durability 120 / 120</td></tr></table><table><tr><td>Requires Level <!--rlvl-->58<br><!--rr--><!--useText:0:1--><span id=""useText1"" class=""q2"">Equip: <!--useEffect:0:1--><a href=""/classic/spell=7598/increased-critical-2"" class=""q2"">Improves your chance to get a critical strike by 2%.</a><!--useEffect:1--></span><!--useText:1--><!--itemEffects:1--><br><!--pvpEquip--><!--pvpEquip--><div class=""whtt-sellprice"">Sell Price: <span class=""moneygold"">9</span> <span class=""moneysilver"">67</span> <span class=""moneycopper"">48</span></div></td></tr></table>"
18563,0,0,spell_ice_lament,0,Bindings of the Windseeker (L),ITEM,5,70,1,0,0,228,0,0,0,0,0,0,TANK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"<table><tr><td><!--nstart--><b class=""q5"">Bindings of the Windseeker</b><!--nend--><!--ndstart--><!--ndend--><span class=""q whtt-extra whtt-ilvl""><br>Item Level <!--ilvl-->70</span><!--bo--><br>Binds when picked up<br>Unique<!--ebstats--><!--egstats--><!--eistats--><!--nameDescStats--><div class=""wowhead-tooltip-item-classes"">Classes: <a href=""/classic/class=1/warrior"" class=""c1"">Warrior</a>, <a href=""/classic/class=2/paladin"" class=""c2"">Paladin</a>, <a href=""/classic/class=3/hunter"" class=""c3"">Hunter</a>, <a href=""/classic/class=4/rogue"" class=""c4"">Rogue</a></div></td></tr></table><table><tr><td><!--itemEffects:0--><span class=""q"">&quot;The Left Half of Thunderaan's Eternal Prison&quot;</span><br><!--pvpEquip--><!--pvpEquip--></td></tr></table>"
18564,0,0,spell_ice_lament,0,Bindings of the Windseeker (R),ITEM,5,70,1,0,0,228,0,0,0,0,0,0,TANK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"<table><tr><td><!--nstart--><b class=""q5"">Bindings of the Windseeker</b><!--nend--><!--ndstart--><!--ndend--><span class=""q whtt-extra whtt-ilvl""><br>Item Level <!--ilvl-->70</span><!--bo--><br>Binds when picked up<br>Unique<!--ebstats--><!--egstats--><!--eistats--><!--nameDescStats--><div class=""wowhead-tooltip-item-classes"">Classes: <a href=""/classic/class=1/warrior"" class=""c1"">Warrior</a>, <a href=""/classic/class=2/paladin"" class=""c2"">Paladin</a>, <a href=""/classic/class=3/hunter"" class=""c3"">Hunter</a>, <a href=""/classic/class=4/rogue"" class=""c4"">Rogue</a></div></td></tr></table><table><tr><td><!--itemEffects:0--><span class=""q"">&quot;The Right Half of Thunderaan's Eternal Prison&quot;</span><br><!--pvpEquip--><!--pvpEquip--></td></tr></table>"
18646,0,0,spell_holy_mindsooth,0,The Eye of Divinity,ITEM,4,71,1,0,0,0,0,0,0,0,0,0,TANK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"<table><tr><td><!--nstart--><b class=""q4"">The Eye of Divinity</b><!--nend--><!--ndstart--><!--ndend--><span class=""q""><br>Item Level <!--ilvl-->71</span><!--bo--><br>Binds when picked up<br>Unique<table width=""100%""><tr><td>Trinket</td><th><!--scstart4:-4--><span class=""q1""></span><!--scend--></th></tr></table><!--rf--><!--ebstats--><!--egstats--><!--eistats--><!--nameDescStats--><!--rs--><!--e--><!--ps--><div class=""wowhead-tooltip-item-classes"">Classes: <a href=""/classic/class=5/priest"" class=""c5"">Priest</a></div></td></tr></table><table><tr><td>Requires Level <!--rlvl-->60<br><!--rr--><!--itemEffects:0--><span class=""q"">&quot;You can see movement when you peer into the Eye.&quot;</span><br><span class=""q2"">&lt;Right Click to Read&gt;</span><br><!--pvpEquip--><!--pvpEquip--><div class=""whtt-extra whtt-droppedby"">Dropped by: Majordomo Executus</div></td></tr></table>"
18679,0,11,inv_jewelry_ring_29,0,Frigid Ring,Starter,2,61,0,0,0,8,0,0,0,0,0,0,MAGI,0,0,0,10,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"<table><tr><td><!--nstart--><b class=""q2"">Frigid Ring</b><!--nend--><!--ndstart--><!--ndend--><span class=""q""><br>Item Level <!--ilvl-->61</span><!--bo--><br>Binds when equipped<!--ue--><table width=""100%""><tr><td>Finger</td><th><!--scstart4:-2--><span class=""q1""></span><!--scend--></th></tr></table><!--rf--><span><!--stat5-->+10 Intellect</span><!--ebstats--><!--egstats--><!--eistats--><!--nameDescStats--><!--rs--><!--e--><!--ps--></td></tr></table><table><tr><td>Requires Level <!--rlvl-->56<br><!--rr--><!--useText:0:1--><span id=""useText1"" class=""q2"">Equip: <!--useEffect:0:1--><a href=""/classic/spell=9404/increase-frost-dam-14"" class=""q2"">Increases damage done by Frost spells and effects by up to 14.</a><!--useEffect:1--></span><!--useText:1--><!--itemEffects:1--><br><!--pvpEquip--><!--pvpEquip--><div class=""whtt-sellprice"">Sell Price: <span class=""moneygold"">2</span> <span class=""moneysilver"">51</span> <span class=""moneycopper"">36</span></div></td></tr></table>"
18680,30926,26,inv_weapon_bow_08,Bow,Ancient Bone Bow,Dungeon,3,61,0,0,0,224,0,61,114,2.8,0,0,PHYS,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"<table><tr><td><!--nstart--><b class=""q3"">Ancient Bone Bow</b><!--nend--><!--ndstart--><!--ndend--><span class=""q""><br>Item Level <!--ilvl-->61</span><!--bo--><br>Binds when picked up<!--ue--><table width=""100%""><tr><td>Ranged</td><th><!--scstart2:2--><span class=""q1"">Bow</span><!--scend--></th></tr></table><!--rf--><table width=""100%""><tr>
    <td><span><!--dmg-->61 - 114 Damage</span></td>
    <th>Speed <!--spd-->2.80</th>
</tr></table><!--dps-->(31.25 damage per second)<br><span><!--stat3-->+11 Agility</span><!--ebstats--><!--egstats--><!--eistats--><!--nameDescStats--><!--rs--><!--e--><!--ps--><br>Durability 75 / 75</td></tr></table><table><tr><td>Requires Level <!--rlvl-->56<br><!--rr--><!--itemEffects:0--><!--pvpEquip--><!--pvpEquip--><div class=""whtt-sellprice"">Sell Price: <span class=""moneygold"">3</span> <span class=""moneysilver"">78</span> <span class=""moneycopper"">94</span></div></td></tr></table>"
